大項目,中項目,小項目,設問,設問様式,選択肢,配点
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(1)次のような抗菌剤(抗生物質)の予防的使用や成長促進目的の使用、遺伝子組み換え技術（飼料除く）の使用を避けるための立場を、方針、経営計画、NGO等への回答等で明らかにしていますか,,・当該小項目（ア2-C-1 C.抗菌剤（抗生物質）、遺伝子組換え等）が評価対象事業とは関連がない場合には、チェックを行う,－
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(a)抗菌剤の使用,択一,a.設問2-A-1の具体的なアニマルウェルフェアに配慮する方針なく抗生物質フリーの畜産物や水産物を調達している、または明確にしていない、もしくは不明,0
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(a)抗菌剤の使用,択一,b.成長促進目的の使用を排除する立場を明確にしている,1
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(a)抗菌剤の使用,択一,c.予防的使用を廃止する立場を明確にしている,1
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(a)抗菌剤の使用,択一,d.治療以外の抗菌剤の使用を廃止済み,2
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(b)遺伝子組換えやゲノム編集、およびそれに類する技術により改変された動物＊（飼料除く）からくる畜産物および水産物の使用,択一,a.開発又は利用している、又は明確にしていない,0
6アニマルウェルフェア,2.具体的課題への取組み（畜産動物、水産動物の飼育）,C.抗菌剤（抗生物質）、遺伝子組換え等,(b)遺伝子組換えやゲノム編集、およびそれに類する技術により改変された動物＊（飼料除く）からくる畜産物および水産物の使用,択一,b.開発又は利用しないことを明確にしている,1
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,A.屠畜できない動物の殺処分方法（淘汰方法）,(1)飼育過程で死亡または疾病にかかり屠畜できない動物は殺処分しますが、その際に非人道的な殺処分方法＊をとる農場からきた素材を避ける方針を持っていますか,択一,a.持っていない、もしくは不明,0
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,A.屠畜できない動物の殺処分方法（淘汰方法）,(1)飼育過程で死亡または疾病にかかり屠畜できない動物は殺処分しますが、その際に非人道的な殺処分方法＊をとる農場からきた素材を避ける方針を持っていますか,択一,b.一部の動物種について立場を明確にしている,3
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,A.屠畜できない動物の殺処分方法（淘汰方法）,(1)飼育過程で死亡または疾病にかかり屠畜できない動物は殺処分しますが、その際に非人道的な殺処分方法＊をとる農場からきた素材を避ける方針を持っていますか,択一,c.全ての動物種について立場を明確にしている、又は動物性素材は利用しない方針である,5
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,B.屠畜時の扱い,(1)屠畜前のスタンニング（気絶処理）が行われていない動物の肉を避ける方針を持っていますか,択一,a.持っていない、もしくは不明,0
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,B.屠畜時の扱い,(1)屠畜前のスタンニング（気絶処理）が行われていない動物の肉を避ける方針を持っていますか,択一,b.一部の動物種について明確にしている,3
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,B.屠畜時の扱い,(1)屠畜前のスタンニング（気絶処理）が行われていない動物の肉を避ける方針を持っていますか,択一,c.すべての動物種について避ける立場を明確にしている、又は動物性素材は利用しない方針である,5
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,B.屠畜時の扱い,"(2)屠畜前の扱いについて人道的な配慮をすることを決めていますか
【注】　a、b～f、gは択一選択、b～fは複数選択",複数,a.立場を明確にしていない、もしくは不明,0
6アニマルウェルフェア,3.具体的課題への取組み（畜産動物、水産動物、衣等の素材のために飼育される動物の屠畜や殺処分）,B.屠畜時の扱い,"(2)屠畜前の扱いについて人道的な配慮をすることを決めていますか
【注】　a、b～f、gは択一選択、b～fは複数選択",複数,b.常時水が飲める設備を設置,1
